length_fresh	id_netcolector	species	mean_density	id
4	1200	Thunnus thynnus	0.0380668805789985	575
4	1334	Thunnus alalunga	0.035524100068679	606
4	1335	Thunnus alalunga	0.0078725670467994	607
4	1340	Thunnus alalunga	0.0188260326747241	612
4	4302	Thunnus alalunga	0.00206654267410622	791
4	4322	Thunnus alalunga	0.00284819139846198	796
4	4250	Thunnus thynnus	0.00239635753654445	798
4	4254	Thunnus thynnus	0.0160550458715596	799
4	4328	Thunnus thynnus	0.0687285223367698	801
4	4334	Thunnus thynnus	0.207440811724915	802
4	4362	Thunnus thynnus	0.0205128205128205	808
4	4366	Thunnus thynnus	0.00182348650619985	809
4	4370	Thunnus thynnus	0.484006734006734	810
4	4380	Thunnus thynnus	0.00494193229552755	812
4	4486	Thunnus thynnus	0.0282007896221094	817
4	4494	Thunnus thynnus	0.00196772924045651	819
4	4546	Thunnus thynnus	0.00532009221493173	832
4	4582	Thunnus thynnus	0.02776375567895	841
4	4630	Thunnus thynnus	0.00224820143884892	853
4	4760	Thunnus thynnus	0.00269614451334592	885
4	4774	Thunnus thynnus	0.00270855904658722	888
4	4786	Thunnus thynnus	0.11376828418853	891
4	4792	Thunnus thynnus	0.0223763705526964	892
4	4842	Thunnus thynnus	0.00474946568511042	902
4	4888	Thunnus thynnus	0.00821018062397373	920
4	5439	Thunnus thynnus	0.573400584019113	945
4	5459	Thunnus thynnus	0.0119817876827223	946
4	5467	Thunnus thynnus	0.00715648854961832	947
4	5529	Thunnus thynnus	0.00885739592559787	955
4	5564	Thunnus thynnus	0.523415977961432	959
4	5572	Thunnus alalunga	0.00161812297734628	960
4	5572	Thunnus thynnus	1.01779935275081	960
4	5588	Thunnus alalunga	0.00185804533630621	962
4	5588	Thunnus thynnus	0.0111482720178372	962
4	5604	Thunnus thynnus	0.0053835800807537	964
4	5648	Thunnus thynnus	0.00414250207125104	971
4	5692	Thunnus alalunga	0.0165597184847858	977
4	5692	Thunnus thynnus	0.178016973711447	977
4	5714	Thunnus alalunga	0.00206611570247934	978
4	5714	Thunnus thynnus	0.00103305785123967	978
4	5738	Thunnus thynnus	0.00255362614913177	981
4	5771	Thunnus thynnus	0.0327044025157233	985
4	5919	Thunnus thynnus	0.00208768267223382	1001
4	5074	Thunnus thynnus	0.239303843364757	1007
4	5993	Thunnus alalunga	0.00174489617867737	1010
4	6015	Thunnus thynnus	0.00669792364367046	1013
4	6053	Thunnus thynnus	0.00164771791069369	1018
4	6061	Thunnus alalunga	0.00174185681936945	1019
4	6061	Thunnus thynnus	0.0836091273297335	1019
4	5117	Thunnus thynnus	0.0150451354062187	1029
4	5139	Thunnus alalunga	0.00570613409415121	1032
4	5147	Thunnus alalunga	0.0025416190113102	1033
4	5147	Thunnus thynnus	0.0012708095056551	1033
4	5169	Thunnus alalunga	0.00295159386068477	1036
4	5185	Thunnus alalunga	0.0290909090909091	1038
4	5185	Thunnus thynnus	0.00727272727272727	1038
4	5193	Thunnus alalunga	0.00603015075376884	1039
4	5193	Thunnus thynnus	0.00201005025125628	1039
4	5281	Thunnus thynnus	0.00474608448030375	1051
4	5345	Thunnus alalunga	0.00321078824851501	1062
4	5351	Thunnus alalunga	0.00187758167480285	1063
4	5351	Thunnus thynnus	0.0657153586180999	1063
4	6373	Thunnus thynnus	0.0197303518579415	1068
4	6377	Thunnus thynnus	0.0149126544524925	1069
4	6430	Thunnus thynnus	0.00960614793467819	1085
4	6533	Thunnus thynnus	0.00183150183150183	1096
4	6467	Thunnus thynnus	0.00801068090787717	1098
4	6539	Thunnus thynnus	0.0053276505061268	1105
4	6753	Thunnus thynnus	0.00238663484486874	1115
4	6629	Thunnus thynnus	0.00551876379690949	1117
4	6567	Thunnus thynnus	0.00211685012701101	1122
4	6583	Thunnus alalunga	0.00306325624138459	1126
4	6583	Thunnus thynnus	0.0245060499310767	1126
4	6656	Thunnus alalunga	0.0122286762457964	1140
4	6672	Thunnus thynnus	0.00730460189919649	1144
4	6870	Thunnus thynnus	0.0389755011135857	1150
4	6874	Thunnus thynnus	0.016	1151
4	6886	Thunnus thynnus	0.003003003003003	1154
4	6906	Thunnus thynnus	0.00298552022689954	1159
4	6914	Thunnus thynnus	0.064143681847338	1161
4	6918	Thunnus alalunga	0.00207125103562552	1162
4	6934	Thunnus thynnus	0.114230396902227	1166
4	6938	Thunnus thynnus	0.00337097589752233	1167
4	6942	Thunnus thynnus	0.018348623853211	1168
4	6978	Thunnus thynnus	0.00192122958693564	1177
4	6982	Thunnus thynnus	0.0675675675675676	1178
4	6986	Thunnus thynnus	0.00224215246636771	1179
4	6998	Thunnus thynnus	0.00360100828231905	1182
4	7010	Thunnus thynnus	0.00359130903214222	1185
4	7026	Thunnus thynnus	0.00769033581133043	1189
4	7138	Thunnus thynnus	0.00550660792951542	1199
4	7162	Thunnus thynnus	0.00487448208627833	1205
4	7178	Thunnus thynnus	0.135338345864662	1209
4	7190	Thunnus thynnus	0.00577367205542725	1212
4	7194	Thunnus thynnus	0.728624535315985	1213
4	7198	Thunnus thynnus	0.0327792086162491	1214
4	7214	Thunnus alalunga	0.00191350937619594	1218
4	7226	Thunnus thynnus	0.00263574064312072	1221
4	7230	Thunnus thynnus	0.00554170130229981	1222
4	7242	Thunnus thynnus	0.00230255583697905	1225
4	7250	Thunnus thynnus	0.00243961941937058	1227
4	7266	Thunnus thynnus	0.00855431993156544	1231
4	7270	Thunnus thynnus	0.00294031167303734	1232
4	7274	Thunnus alalunga	0.00261780104712042	1233
4	7274	Thunnus thynnus	0.00261780104712042	1233
4	7475	Thunnus alalunga	0.00720461095100865	1244
4	7615	Thunnus thynnus	0.0163934426229508	1279
4	7647	Thunnus alalunga	0.0104427736006683	1287
4	7659	Thunnus thynnus	0.0016860563142809	1290
4	7725	Thunnus thynnus	3.41356673960613	1307
4	7733	Thunnus thynnus	0.00164527805199079	1309
4	7741	Thunnus thynnus	0.00466417910447761	1311
4	7745	Thunnus alalunga	0.0133613284978049	1312
4	7749	Thunnus alalunga	0.00191717791411043	1313
4	7753	Thunnus alalunga	0.00194893782888326	1314
4	7789	Thunnus alalunga	0.00294811320754717	1323
4	7809	Thunnus thynnus	0.0444197667962243	1328
4	7825	Thunnus thynnus	0.00168180289270098	1332
4	7829	Thunnus thynnus	0.00206910821435961	1333
4	7841	Thunnus thynnus	0.367797302819779	1336
4	8234	Thunnus thynnus	0.00186330218885835	1339
4	8241	Thunnus thynnus	0.18343792892104	1340
4	8261	Thunnus thynnus	0.0135659587768497	1343
4	8265	Thunnus alalunga	0.00937973676706737	1344
4	8228	Thunnus thynnus	0.646294577754209	1350
4	8103	Thunnus alalunga	0.00211582535808228	1364
4	8111	Thunnus thynnus	0.00427982524617555	1366
4	8079	Thunnus alalunga	0.00248374636379532	1371
4	8087	Thunnus alalunga	0.00604793837876545	1373
4	8091	Thunnus alalunga	0.0015198085770701	1374
4	8095	Thunnus alalunga	0.00481480340194749	1375
4	8095	Thunnus thynnus	0.185369930974978	1375
4	8055	Thunnus thynnus	0.00389171686981429	1376
4	8063	Thunnus thynnus	0.0023757573914564	1378
4	8071	Thunnus alalunga	0.00853787812554642	1380
4	8071	Thunnus thynnus	0.00512272687532785	1380
4	8051	Thunnus alalunga	0.00220415015023487	1381
4	8021	Thunnus thynnus	0.0200917971889343	1382
4	8039	Thunnus alalunga	0.00698772954691562	1386
4	8039	Thunnus thynnus	0.017469323867289	1386
4	8043	Thunnus thynnus	0.248491381214493	1387
4	8047	Thunnus alalunga	0.00422974628289897	1388
4	8047	Thunnus thynnus	0.0190338582730453	1388
4	7989	Thunnus thynnus	0.0153653889492123	1390
4	7993	Thunnus thynnus	0.0255607638342719	1391
4	8001	Thunnus alalunga	0.00503940817190429	1393
4	8001	Thunnus thynnus	0.0503940817190429	1393
4	8009	Thunnus thynnus	0.00469689967046552	1395
4	8013	Thunnus thynnus	0.00881109022556391	1396
4	8017	Thunnus thynnus	0.00256229450398078	1397
4	7953	Thunnus thynnus	0.00149944100839207	1398
4	7965	Thunnus thynnus	0.00283428716544074	1401
4	7981	Thunnus thynnus	0.0222713181056908	1405
4	7937	Thunnus thynnus	0.00193384696308673	1406
4	7941	Thunnus thynnus	0.00575653097627695	1407
4	7901	Thunnus alalunga	0.00359544615172207	1420
4	7901	Thunnus thynnus	0.097077046096496	1420
4	7905	Thunnus thynnus	0.256136343766393	1421
4	7885	Thunnus thynnus	0.0147775098122665	1422
4	7865	Thunnus thynnus	1.15650327116493	1424
4	7869	Thunnus thynnus	0.0126579073947495	1425
4	7857	Thunnus thynnus	0.020540666868726	1429
4.1	1312	Thunnus alalunga	0.0168195411947605	484
4.1	1333	Thunnus alalunga	0.0280039979201829	605
4.1	1345	Thunnus alalunga	0.00931156669534043	617
4.1	4318	Thunnus thynnus	0.00218245307725884	795
4.1	4254	Thunnus thynnus	0.0137614678899083	799
4.1	4334	Thunnus thynnus	0.207440811724915	802
4.1	4342	Thunnus thynnus	0.00212539851222104	803
4.1	4362	Thunnus thynnus	0.00615384615384615	808
4.1	4366	Thunnus thynnus	0.0109409190371991	809
4.1	4370	Thunnus thynnus	0.597643097643098	810
4.1	4376	Thunnus thynnus	0.0227790432801822	811
4.1	4380	Thunnus thynnus	0.00247096614776378	812
4.1	4384	Thunnus alalunga	0.00175746924428822	813
4.1	4486	Thunnus thynnus	0.0169204737732657	817
4.1	4494	Thunnus thynnus	0.00196772924045651	819
4.1	4498	Thunnus thynnus	0.00257665550115949	820
4.1	4526	Thunnus alalunga	0.00217249619813165	827
4.1	4526	Thunnus thynnus	0.00217249619813165	827
4.1	4546	Thunnus thynnus	0.00177336407164391	832
4.1	4582	Thunnus thynnus	0.00504795557799091	841
4.1	4642	Thunnus thynnus	0.00242836328314716	856
4.1	4734	Thunnus alalunga	0.00194817845314631	879
4.1	4738	Thunnus thynnus	0.00296120817293456	880
4.1	4760	Thunnus alalunga	0.00269614451334592	885
4.1	4768	Thunnus thynnus	0.00219202104340202	887
4.1	4786	Thunnus thynnus	0.155560715114929	891
4.1	4792	Thunnus thynnus	0.0201387334974267	892
4.1	4808	Thunnus thynnus	0.00208376745155241	894
4.1	4842	Thunnus thynnus	0.00712419852766564	902
4.1	4850	Thunnus thynnus	0.00236016049091338	904
4.1	4888	Thunnus thynnus	0.00821018062397373	920
4.1	4894	Thunnus thynnus	0.00949968334388854	921
4.1	5439	Thunnus thynnus	0.143350146004778	945
4.1	5459	Thunnus thynnus	0.0359453630481668	946
4.1	5467	Thunnus thynnus	0.0119274809160305	947
4.1	5475	Thunnus thynnus	0.00608766233766234	948
4.1	5529	Thunnus thynnus	0.00221434898139947	955
4.1	5564	Thunnus thynnus	0.212514757969303	959
4.1	5572	Thunnus thynnus	0.621359223300971	960
4.1	5588	Thunnus thynnus	0.0148643626904496	962
4.1	5596	Thunnus thynnus	0.00420344682639765	963
4.1	5604	Thunnus thynnus	0.0053835800807537	964
4.1	5648	Thunnus thynnus	0.00414250207125104	971
4.1	5692	Thunnus alalunga	0.037259366590768	977
4.1	5692	Thunnus thynnus	0.0683088387497413	977
4.1	5714	Thunnus alalunga	0.00413223140495868	978
4.1	5714	Thunnus thynnus	0.00103305785123967	978
4.1	5771	Thunnus thynnus	0.0427672955974843	985
4.1	5957	Thunnus thynnus	0.00236854571293226	1006
4.1	5074	Thunnus alalunga	0.00181290790427846	1007
4.1	5074	Thunnus thynnus	0.324510514865845	1007
4.1	6015	Thunnus thynnus	0.0111632060727841	1013
4.1	6023	Thunnus alalunga	0.00212269157291446	1014
4.1	6039	Thunnus alalunga	0.00134336378291241	1016
4.1	6053	Thunnus thynnus	0.00329543582138738	1018
4.1	6061	Thunnus thynnus	0.0435464204842362	1019
4.1	4991	Thunnus thynnus	0.00476303881876637	1023
4.1	5117	Thunnus thynnus	0.023403543965229	1029
4.1	5125	Thunnus thynnus	0.0107142857142857	1030
4.1	5131	Thunnus thynnus	0.00249687890137328	1031
4.1	5139	Thunnus alalunga	0.00285306704707561	1032
4.1	5163	Thunnus alalunga	0.00193386192225875	1035
4.1	5193	Thunnus alalunga	0.00402010050251256	1039
4.1	5267	Thunnus alalunga	0.00192270717169775	1048
4.1	5351	Thunnus alalunga	0.00375516334960571	1063
4.1	5351	Thunnus thynnus	0.0844911753661284	1063
4.1	6373	Thunnus thynnus	0.00657678395264715	1068
4.1	6377	Thunnus thynnus	0.0298253089049851	1069
4.1	6430	Thunnus thynnus	0.0048030739673391	1085
4.1	6434	Thunnus thynnus	0.00230680507497117	1086
4.1	6509	Thunnus thynnus	0.00765696784073507	1090
4.1	6467	Thunnus thynnus	0.0106809078771696	1098
4.1	6539	Thunnus thynnus	0.0142070680163381	1105
4.1	6625	Thunnus alalunga	0.00261917234154007	1116
4.1	6629	Thunnus thynnus	0.00827814569536424	1117
4.1	6583	Thunnus thynnus	0.0367590748966151	1126
4.1	6672	Thunnus thynnus	0.00973946919892866	1144
4.1	6870	Thunnus thynnus	0.0798069784706756	1150
4.1	6874	Thunnus thynnus	0.0186666666666667	1151
4.1	6894	Thunnus thynnus	0.00230149597238205	1156
4.1	6910	Thunnus thynnus	0.00176273576590869	1160
4.1	6914	Thunnus thynnus	0.010690613641223	1161
4.1	6930	Thunnus thynnus	0.0119071244294503	1165
4.1	6934	Thunnus thynnus	0.0832526621490804	1166
4.1	6942	Thunnus thynnus	0.0101936799184506	1168
4.1	6978	Thunnus thynnus	0.00960614793467819	1177
4.1	6982	Thunnus thynnus	0.0213371266002845	1178
4.1	6986	Thunnus thynnus	0.00224215246636771	1179
4.1	6994	Thunnus thynnus	0.00138619351261436	1181
4.1	6998	Thunnus thynnus	0.0180050414115952	1182
4.1	7026	Thunnus thynnus	0.00512689054088695	1189
4.1	7134	Thunnus thynnus	0.00155545185876497	1198
4.1	7138	Thunnus thynnus	0.00275330396475771	1199
4.1	7162	Thunnus thynnus	0.0170606873019742	1205
4.1	7170	Thunnus thynnus	0.00263435194942044	1207
4.1	7174	Thunnus thynnus	0.00780944943381491	1208
4.1	7178	Thunnus thynnus	0.443609022556391	1209
4.1	7190	Thunnus thynnus	0.0144341801385681	1212
4.1	7194	Thunnus thynnus	0.763320941759604	1213
4.1	7198	Thunnus thynnus	0.0257550924841957	1214
4.1	7214	Thunnus thynnus	0.00191350937619594	1218
4.1	7226	Thunnus thynnus	0.00790722192936215	1221
4.1	7250	Thunnus thynnus	0.00243961941937058	1227
4.1	7266	Thunnus thynnus	0.0142571998859424	1231
4.1	7270	Thunnus thynnus	0.00294031167303734	1232
4.1	7286	Thunnus thynnus	0.00235682300259251	1236
4.1	7523	Thunnus thynnus	0.00268240343347639	1256
4.1	7527	Thunnus alalunga	0.00204918032786885	1257
4.1	7615	Thunnus thynnus	0.0389344262295082	1279
4.1	7725	Thunnus thynnus	2.88840262582057	1307
4.1	7729	Thunnus alalunga	0.00159464200287036	1308
4.1	7729	Thunnus thynnus	0.00318928400574071	1308
4.1	7745	Thunnus alalunga	0.00381752242794426	1312
4.1	7781	Thunnus thynnus	0.001999600079984	1321
4.1	7789	Thunnus alalunga	0.00147405660377359	1323
4.1	7809	Thunnus thynnus	0.048121414029243	1328
4.1	7829	Thunnus thynnus	0.00206910821435961	1333
4.1	7841	Thunnus thynnus	0.265631385369841	1336
4.1	8241	Thunnus thynnus	0.120493541546173	1340
4.1	8261	Thunnus thynnus	0.0189923422875896	1343
4.1	8265	Thunnus alalunga	0.00234493419176684	1344
4.1	8265	Thunnus thynnus	0.00234493419176684	1344
4.1	8216	Thunnus alalunga	0.00480168404662883	1348
4.1	8228	Thunnus alalunga	0.00236737940569307	1350
4.1	8228	Thunnus thynnus	0.506619192818318	1350
4.1	8150	Thunnus thynnus	0.00227236369453615	1361
4.1	8103	Thunnus alalunga	0.00423165071616457	1364
4.1	8103	Thunnus thynnus	0.00634747607424685	1364
4.1	8111	Thunnus thynnus	0.00213991262308777	1366
4.1	8095	Thunnus alalunga	0.00722220510292124	1375
4.1	8095	Thunnus thynnus	0.168518119068162	1375
4.1	8055	Thunnus alalunga	0.00389171686981429	1376
4.1	8055	Thunnus thynnus	0.00778343373962857	1376
4.1	8071	Thunnus alalunga	0.011953029375765	1380
4.1	8021	Thunnus thynnus	0.0133945314592896	1382
4.1	8039	Thunnus alalunga	0.0017469323867289	1386
4.1	8039	Thunnus thynnus	0.0262039858009336	1386
4.1	8043	Thunnus thynnus	0.1362100904435	1387
4.1	8047	Thunnus thynnus	0.0126892388486969	1388
4.1	7989	Thunnus thynnus	0.0179262871074143	1390
4.1	7993	Thunnus thynnus	0.0157297008210904	1391
4.1	7997	Thunnus thynnus	0.00260202000016653	1392
4.1	8001	Thunnus thynnus	0.0478743776330908	1393
4.1	8005	Thunnus thynnus	0.00541076352366235	1394
4.1	8009	Thunnus thynnus	0.0140906990113966	1395
4.1	8013	Thunnus thynnus	0.00587406015037594	1396
4.1	8017	Thunnus thynnus	0.00256229450398078	1397
4.1	7965	Thunnus thynnus	0.00850286149632223	1401
4.1	7981	Thunnus thynnus	0.0178170544845526	1405
4.1	7945	Thunnus alalunga	0.00227787111987433	1408
4.1	7901	Thunnus thynnus	0.10426793839994	1420
4.1	7905	Thunnus thynnus	0.327854520020983	1421
4.1	7885	Thunnus thynnus	0.0029555019624533	1422
4.1	7865	Thunnus alalunga	0.00305145981837711	1424
4.1	7865	Thunnus thynnus	0.509593789668978	1424
4.1	7869	Thunnus thynnus	0.00316447684868737	1425
4.1	7873	Thunnus thynnus	0.00682534222265904	1426
4.1	7857	Thunnus thynnus	0.0228229631874733	1429
4.2	4322	Thunnus alalunga	0.00284819139846198	796
4.2	4254	Thunnus thynnus	0.0275229357798165	799
4.2	4334	Thunnus thynnus	0.216459977452086	802
4.2	4362	Thunnus thynnus	0.00615384615384615	808
4.2	4366	Thunnus thynnus	0.00729394602479942	809
4.2	4370	Thunnus thynnus	0.151515151515152	810
4.2	4376	Thunnus thynnus	0.0159453302961276	811
4.2	4388	Thunnus thynnus	0.00594883997620464	814
4.2	4486	Thunnus thynnus	0.0112803158488438	817
4.2	4498	Thunnus thynnus	0.00257665550115949	820
4.2	4526	Thunnus thynnus	0.00217249619813165	827
4.2	4530	Thunnus thynnus	0.0015581177937052	828
4.2	4538	Thunnus thynnus	0.00479961603071754	830
4.2	4546	Thunnus thynnus	0.00354672814328782	832
4.2	4582	Thunnus thynnus	0.0151438667339727	841
4.2	4586	Thunnus thynnus	0.00273224043715847	842
4.2	4622	Thunnus thynnus	0.00290275761973875	851
4.2	4642	Thunnus thynnus	0.00242836328314716	856
4.2	4658	Thunnus thynnus	0.00241138172172655	860
4.2	4662	Thunnus thynnus	0.00262398320650748	861
4.2	4738	Thunnus thynnus	0.00296120817293456	880
4.2	4760	Thunnus thynnus	0.00269614451334592	885
4.2	4782	Thunnus thynnus	0.00211774671749259	890
4.2	4786	Thunnus thynnus	0.211283956350128	891
4.2	4792	Thunnus thynnus	0.0134258223316178	892
4.2	4804	Thunnus thynnus	0.00234962406015038	893
4.2	4842	Thunnus thynnus	0.0118736642127761	902
4.2	4888	Thunnus thynnus	0.00547345374931582	920
4.2	5467	Thunnus thynnus	0.0333969465648855	947
4.2	5475	Thunnus alalunga	0.00202922077922078	948
4.2	5529	Thunnus thynnus	0.00885739592559787	955
4.2	5564	Thunnus thynnus	0.0472255017709563	959
4.2	5572	Thunnus thynnus	0.584142394822006	960
4.2	5588	Thunnus thynnus	0.00557413600891862	962
4.2	5604	Thunnus thynnus	0.0053835800807537	964
4.2	5692	Thunnus alalunga	0.018629683295384	977
4.2	5692	Thunnus thynnus	0.0227696129165804	977
4.2	5730	Thunnus thynnus	0.00227324391907252	980
4.2	5771	Thunnus thynnus	0.0679245283018868	985
4.2	5919	Thunnus thynnus	0.00208768267223382	1001
4.2	5074	Thunnus thynnus	0.357142857142857	1007
4.2	5993	Thunnus alalunga	0.00348979235735474	1010
4.2	6015	Thunnus thynnus	0.00893056485822728	1013
4.2	6039	Thunnus alalunga	0.00268672756582483	1016
4.2	6053	Thunnus thynnus	0.00823858955346845	1018
4.2	6061	Thunnus alalunga	0.00174185681936945	1019
4.2	6061	Thunnus thynnus	0.0435464204842362	1019
4.2	6067	Thunnus thynnus	0.00327653997378768	1020
4.2	4991	Thunnus thynnus	0.00714455822814956	1023
4.2	5101	Thunnus alalunga	0.00260213374967473	1027
4.2	5117	Thunnus thynnus	0.0501504513540622	1029
4.2	5147	Thunnus alalunga	0.0012708095056551	1033
4.2	5155	Thunnus alalunga	0.00128188693757211	1034
4.2	5169	Thunnus alalunga	0.00295159386068477	1036
4.2	5185	Thunnus alalunga	0.00727272727272727	1038
4.2	5193	Thunnus alalunga	0.00201005025125628	1039
4.2	5273	Thunnus thynnus	0.00770712909441233	1049
4.2	5301	Thunnus alalunga	0.00167000668002672	1056
4.2	5301	Thunnus thynnus	0.00167000668002672	1056
4.2	5345	Thunnus thynnus	0.00160539412425751	1062
4.2	5351	Thunnus alalunga	0.01314307172362	1063
4.2	5351	Thunnus thynnus	0.17085993240706	1063
4.2	6373	Thunnus thynnus	0.0131535679052943	1068
4.2	6377	Thunnus thynnus	0.0745632722624627	1069
4.2	6430	Thunnus thynnus	0.00720461095100865	1085
4.2	6509	Thunnus thynnus	0.00957120980091884	1090
4.2	6467	Thunnus thynnus	0.0240320427236315	1098
4.2	6539	Thunnus thynnus	0.0248623690285917	1105
4.2	6625	Thunnus alalunga	0.00261917234154007	1116
4.2	6629	Thunnus thynnus	0.00275938189845475	1117
4.2	6555	Thunnus thynnus	0.00737644455372511	1119
4.2	6583	Thunnus alalunga	0.0015316281206923	1126
4.2	6583	Thunnus thynnus	0.0367590748966151	1126
4.2	6672	Thunnus thynnus	0.00730460189919649	1144
4.2	6650	Thunnus thynnus	0.00309981401115933	1149
4.2	6870	Thunnus thynnus	0.0742390497401633	1150
4.2	6874	Thunnus thynnus	0.024	1151
4.2	6886	Thunnus thynnus	0.00600600600600601	1154
4.2	6902	Thunnus alalunga	0.00163907556138338	1158
4.2	6906	Thunnus thynnus	0.00149276011344977	1159
4.2	6918	Thunnus alalunga	0.00207125103562552	1162
4.2	6930	Thunnus thynnus	0.00595356221472514	1165
4.2	6934	Thunnus thynnus	0.0271055179090029	1166
4.2	6938	Thunnus thynnus	0.00168548794876117	1167
4.2	6942	Thunnus thynnus	0.00815494393476045	1168
4.2	6954	Thunnus thynnus	0.00158227848101266	1171
4.2	6962	Thunnus thynnus	0.00211595429538722	1173
4.2	6974	Thunnus thynnus	0.0021767522855899	1176
4.2	6978	Thunnus thynnus	0.00576368876080692	1177
4.2	6982	Thunnus thynnus	0.0213371266002845	1178
4.2	6986	Thunnus thynnus	0.0358744394618834	1179
4.2	6994	Thunnus thynnus	0.00138619351261436	1181
4.2	6998	Thunnus thynnus	0.0180050414115952	1182
4.2	7026	Thunnus thynnus	0.0153806716226609	1189
4.2	7162	Thunnus thynnus	0.0219351693882525	1205
4.2	7174	Thunnus thynnus	0.00780944943381491	1208
4.2	7178	Thunnus thynnus	0.333333333333333	1209
4.2	7182	Thunnus thynnus	0.0120076849183477	1210
4.2	7186	Thunnus thynnus	0.00228990153423403	1211
4.2	7190	Thunnus thynnus	0.0144341801385681	1212
4.2	7194	Thunnus thynnus	0.406443618339529	1213
4.2	7198	Thunnus thynnus	0.0468274408803559	1214
4.2	7222	Thunnus thynnus	0.0211466165413534	1220
4.2	7226	Thunnus thynnus	0.0105429625724829	1221
4.2	7230	Thunnus thynnus	0.0027708506511499	1222
4.2	7238	Thunnus thynnus	0.00245760629147211	1224
4.2	7250	Thunnus thynnus	0.00243961941937058	1227
4.2	7266	Thunnus thynnus	0.0199600798403194	1231
4.2	7282	Thunnus thynnus	0.00483675937122128	1235
4.2	7483	Thunnus alalunga	0.00166944908180301	1246
4.2	7591	Thunnus thynnus	0.0022271714922049	1273
4.2	7615	Thunnus thynnus	0.0799180327868853	1279
4.2	7659	Thunnus thynnus	0.0016860563142809	1290
4.2	7725	Thunnus thynnus	1.96936542669584	1307
4.2	7729	Thunnus thynnus	0.00159464200287036	1308
4.2	7733	Thunnus thynnus	0.00329055610398157	1309
4.2	7741	Thunnus thynnus	0.00233208955223881	1311
4.2	7745	Thunnus alalunga	0.00190876121397213	1312
4.2	7749	Thunnus alalunga	0.00191717791411043	1313
4.2	7809	Thunnus thynnus	0.0240607070146215	1328
4.2	7841	Thunnus thynnus	0.0612995504699632	1336
4.2	8241	Thunnus thynnus	0.0575491541713066	1340
4.2	8261	Thunnus thynnus	0.0298451093090694	1343
4.2	8265	Thunnus alalunga	0.00937973676706737	1344
4.2	8265	Thunnus thynnus	0.00468986838353368	1344
4.2	8216	Thunnus alalunga	0.00160056134887628	1348
4.2	8228	Thunnus thynnus	0.30065718452302	1350
4.2	8168	Thunnus thynnus	0.00183995619432293	1352
4.2	8186	Thunnus alalunga	0.0021082315479142	1355
4.2	8103	Thunnus alalunga	0.00211582535808228	1364
4.2	8103	Thunnus thynnus	0.00423165071616457	1364
4.2	8111	Thunnus thynnus	0.00213991262308777	1366
4.2	8095	Thunnus alalunga	0.00481480340194749	1375
4.2	8095	Thunnus thynnus	0.404443485763589	1375
4.2	8055	Thunnus alalunga	0.00389171686981429	1376
4.2	8055	Thunnus thynnus	0.00194585843490714	1376
4.2	8063	Thunnus alalunga	0.0023757573914564	1378
4.2	8071	Thunnus alalunga	0.011953029375765	1380
4.2	8071	Thunnus thynnus	0.00341515125021857	1380
4.2	8039	Thunnus alalunga	0.00349386477345781	1386
4.2	8039	Thunnus thynnus	0.0436733096682226	1386
4.2	8043	Thunnus thynnus	0.0736270759154054	1387
4.2	8047	Thunnus alalunga	0.00845949256579793	1388
4.2	8047	Thunnus thynnus	0.0296082239802928	1388
4.2	7989	Thunnus thynnus	0.058900657638647	1390
4.2	7993	Thunnus thynnus	0.019662126026363	1391
4.2	8001	Thunnus thynnus	0.0151182245157129	1393
4.2	8009	Thunnus thynnus	0.0187875986818621	1395
4.2	8017	Thunnus thynnus	0.0204983560318462	1397
4.2	7953	Thunnus thynnus	0.00299888201678414	1398
4.2	7965	Thunnus thynnus	0.0226742973235259	1401
4.2	7981	Thunnus thynnus	0.0222713181056908	1405
4.2	7945	Thunnus alalunga	0.00227787111987433	1408
4.2	7901	Thunnus thynnus	0.269658461379156	1420
4.2	7905	Thunnus thynnus	0.307363612519671	1421
4.2	7861	Thunnus thynnus	0.00181018802785083	1423
4.2	7865	Thunnus thynnus	0.146470071282101	1424
4.2	7869	Thunnus thynnus	0.00316447684868737	1425
4.2	7873	Thunnus thynnus	0.00682534222265904	1426
4.2	7857	Thunnus alalunga	0.00228229631874733	1429
4.2	7857	Thunnus thynnus	0.0114114815937366	1429
4.3	187	Thunnus thynnus	0.00681239827047004	1
4.3	208	Thunnus thynnus	0.00756097630298092	22
4.3	216	Thunnus alalunga	0.0122706289411419	30
4.3	229	Thunnus alalunga	0.00932951733303428	43
4.3	229	Thunnus thynnus	0.00932951733303428	43
4.3	236	Thunnus alalunga	0.00912430488438493	48
4.3	260	Thunnus alalunga	0.0438367349135781	72
4.3	263	Thunnus alalunga	0.00593030758689835	74
4.3	265	Thunnus alalunga	0.00647226354944703	76
4.3	268	Thunnus alalunga	0.00813275227189091	79
4.3	270	Thunnus thynnus	0.0878454052509979	81
4.3	276	Thunnus alalunga	0.0062332906006218	87
4.3	292	Thunnus thynnus	0.0100252714074259	103
4.3	319	Thunnus alalunga	0.0144219903052463	130
4.3	319	Thunnus thynnus	0.00720811490859214	130
4.3	323	Thunnus thynnus	0.00986183759510998	134
4.3	324	Thunnus alalunga	0.00918200999051836	135
4.3	530	Thunnus thynnus	0.053676603745302	156
4.3	519	Thunnus alalunga	0.0144506994778222	157
4.3	520	Thunnus alalunga	0.00736161939282846	163
